,id,location,fault_severity,severity_type,resource_type,log_feature,volume,event_type
779,1217,location 451,0,severity_type 2,resource_type 2,feature 313,39,event_type 35
780,16468,location 1010,0,severity_type 2,resource_type 8,feature 73,2,event_type 11
781,6061,location 638,0,severity_type 4,resource_type 2,feature 376,3,event_type 42
782,17735,location 846,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
783,18275,location 380,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
784,16407,location 584,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
785,4042,location 476,0,severity_type 1,resource_type 8,feature 315,1,event_type 34
786,501,location 157,0,severity_type 2,resource_type 2,feature 221,1,event_type 34
787,9005,location 471,0,severity_type 2,resource_type 2,feature 313,8,event_type 34
788,4972,location 120,0,severity_type 1,resource_type 2,feature 301,1,event_type 20
789,8107,location 488,0,severity_type 2,resource_type 2,feature 232,10,event_type 34
790,13101,location 400,0,severity_type 2,resource_type 2,feature 312,6,event_type 35
791,14400,location 735,0,severity_type 2,resource_type 8,feature 70,1,event_type 11
792,11777,location 244,0,severity_type 2,resource_type 2,feature 312,7,event_type 35
793,9951,location 805,0,severity_type 1,resource_type 8,feature 70,4,event_type 20
794,7844,location 800,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
795,10539,location 809,0,severity_type 1,resource_type 8,feature 193,2,event_type 15
796,11882,location 240,0,severity_type 2,resource_type 2,feature 307,2,event_type 35
797,16092,location 734,0,severity_type 1,resource_type 8,feature 82,16,event_type 11
798,2662,location 149,0,severity_type 1,resource_type 2,feature 221,1,event_type 35
799,11023,location 902,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
800,4527,location 500,0,severity_type 4,resource_type 2,feature 315,1,event_type 35
801,1051,location 480,0,severity_type 2,resource_type 2,feature 228,28,event_type 34
802,14751,location 478,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
803,9096,location 968,0,severity_type 1,resource_type 2,feature 219,3,event_type 20
804,14820,location 812,1,severity_type 1,resource_type 3,feature 55,20,event_type 10
805,15604,location 944,0,severity_type 1,resource_type 8,feature 170,3,event_type 11
806,13892,location 505,0,severity_type 2,resource_type 2,feature 232,179,event_type 35
807,2186,location 480,0,severity_type 2,resource_type 2,feature 230,26,event_type 34
808,9817,location 497,0,severity_type 2,resource_type 2,feature 232,145,event_type 34
809,15340,location 709,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
810,15877,location 26,1,severity_type 4,resource_type 3,feature 154,2,event_type 10
811,2277,location 836,0,severity_type 1,resource_type 8,feature 73,4,event_type 11
812,15816,location 477,0,severity_type 2,resource_type 2,feature 234,48,event_type 35
813,11167,location 343,0,severity_type 4,resource_type 2,feature 307,1,event_type 35
814,4175,location 684,1,severity_type 2,resource_type 8,feature 82,6,event_type 15
815,15765,location 466,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
816,3401,location 893,1,severity_type 1,resource_type 2,feature 368,33,event_type 45
817,1981,location 600,1,severity_type 2,resource_type 8,feature 203,5,event_type 15
818,15993,location 885,0,severity_type 1,resource_type 8,feature 81,4,event_type 11
819,5907,location 638,0,severity_type 1,resource_type 2,feature 374,2,event_type 50
820,18031,location 369,0,severity_type 2,resource_type 2,feature 354,1,event_type 35
821,4028,location 484,0,severity_type 2,resource_type 2,feature 309,3,event_type 35
822,6891,location 1063,0,severity_type 1,resource_type 8,feature 195,4,event_type 11
823,18227,location 126,0,severity_type 4,resource_type 2,feature 313,1,event_type 35
824,7951,location 1031,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
825,12022,location 643,1,severity_type 1,resource_type 2,feature 289,1,event_type 50
826,12753,location 124,0,severity_type 2,resource_type 2,feature 315,8,event_type 35
827,12320,location 903,0,severity_type 2,resource_type 8,feature 54,1,event_type 11
828,5386,location 459,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
829,14658,location 276,0,severity_type 1,resource_type 2,feature 221,1,event_type 35
830,622,location 856,1,severity_type 2,resource_type 8,feature 75,1,event_type 22
831,6988,location 408,1,severity_type 2,resource_type 2,feature 315,5,event_type 34
832,5537,location 1109,1,severity_type 1,resource_type 6,feature 345,1,event_type 13
833,17106,location 181,0,severity_type 2,resource_type 2,feature 233,6,event_type 34
834,13793,location 846,2,severity_type 2,resource_type 8,feature 203,8,event_type 15
835,193,location 979,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
836,6059,location 335,1,severity_type 2,resource_type 2,feature 315,1,event_type 34
837,4272,location 115,0,severity_type 2,resource_type 2,feature 312,2,event_type 34
838,15383,location 846,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
839,4934,location 931,0,severity_type 2,resource_type 8,feature 82,1,event_type 15
840,3646,location 175,1,severity_type 1,resource_type 2,feature 134,1,event_type 20
841,14240,location 983,1,severity_type 1,resource_type 8,feature 201,2,event_type 11
842,15303,location 810,0,severity_type 1,resource_type 8,feature 82,2,event_type 11
843,8487,location 721,1,severity_type 1,resource_type 8,feature 209,1,event_type 11
844,295,location 1050,1,severity_type 1,resource_type 6,feature 118,1,event_type 13
845,5259,location 1,0,severity_type 1,resource_type 8,feature 80,1,event_type 15
846,2118,location 379,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
847,18539,location 147,0,severity_type 1,resource_type 2,feature 301,1,event_type 20
848,157,location 1072,0,severity_type 1,resource_type 8,feature 81,4,event_type 11
849,12651,location 1030,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
850,900,location 819,1,severity_type 4,resource_type 8,feature 40,2,event_type 11
851,3681,location 157,0,severity_type 2,resource_type 2,feature 232,4,event_type 34
852,13970,location 845,2,severity_type 1,resource_type 8,feature 82,28,event_type 11
853,7779,location 763,2,severity_type 1,resource_type 8,feature 203,15,event_type 15
854,13880,location 618,1,severity_type 1,resource_type 8,feature 345,1,event_type 13
855,14425,location 1038,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
856,11781,location 1044,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
857,7286,location 837,1,severity_type 1,resource_type 6,feature 273,1,event_type 13
858,10427,location 229,1,severity_type 1,resource_type 2,feature 220,2,event_type 21
859,4303,location 477,0,severity_type 2,resource_type 2,feature 227,1,event_type 35
860,15913,location 1096,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
861,616,location 885,1,severity_type 1,resource_type 8,feature 70,1,event_type 11
862,17051,location 964,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
863,10167,location 373,0,severity_type 2,resource_type 2,feature 232,27,event_type 34
864,3566,location 518,0,severity_type 4,resource_type 2,feature 315,2,event_type 35
865,10457,location 49,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
866,11166,location 848,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
867,8099,location 242,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
868,16791,location 744,1,severity_type 1,resource_type 6,feature 345,4,event_type 13
869,665,location 1008,1,severity_type 2,resource_type 8,feature 82,6,event_type 15
870,11816,location 829,0,severity_type 2,resource_type 8,feature 171,1,event_type 11
871,855,location 1019,2,severity_type 1,resource_type 8,feature 80,9,event_type 11
872,11078,location 894,0,severity_type 1,resource_type 2,feature 290,5,event_type 42
873,15359,location 1034,2,severity_type 1,resource_type 8,feature 54,1,event_type 11
874,13401,location 1049,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
875,8017,location 609,0,severity_type 2,resource_type 8,feature 197,1,event_type 11
876,491,location 808,0,severity_type 1,resource_type 8,feature 193,2,event_type 15
877,7900,location 477,0,severity_type 2,resource_type 2,feature 314,3,event_type 34
878,3968,location 665,0,severity_type 1,resource_type 8,feature 55,8,event_type 11
879,18111,location 963,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
880,9877,location 819,0,severity_type 4,resource_type 8,feature 54,1,event_type 11
881,9134,location 805,0,severity_type 1,resource_type 8,feature 70,2,event_type 11
882,15523,location 445,0,severity_type 2,resource_type 2,feature 313,1,event_type 35
883,7902,location 891,0,severity_type 2,resource_type 8,feature 195,1,event_type 11
884,1864,location 1107,2,severity_type 1,resource_type 8,feature 71,22,event_type 15
885,8032,location 734,2,severity_type 1,resource_type 8,feature 71,4,event_type 15
886,4756,location 745,2,severity_type 1,resource_type 7,feature 169,2,event_type 11
887,4176,location 206,0,severity_type 1,resource_type 2,feature 227,1,event_type 20
888,11482,location 930,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
889,16543,location 446,0,severity_type 2,resource_type 2,feature 315,1,event_type 35
890,5903,location 344,0,severity_type 2,resource_type 2,feature 312,13,event_type 34
891,1228,location 91,1,severity_type 2,resource_type 2,feature 232,2,event_type 34
892,1533,location 475,0,severity_type 2,resource_type 2,feature 234,13,event_type 34
893,15606,location 644,1,severity_type 1,resource_type 2,feature 368,1,event_type 44
894,11776,location 1023,1,severity_type 2,resource_type 8,feature 68,2,event_type 7
895,1430,location 807,0,severity_type 4,resource_type 8,feature 280,1,event_type 32
896,5299,location 467,0,severity_type 1,resource_type 2,feature 301,1,event_type 20
897,9479,location 118,0,severity_type 2,resource_type 2,feature 312,17,event_type 35
898,14690,location 408,0,severity_type 2,resource_type 2,feature 235,6,event_type 34
899,3364,location 13,1,severity_type 1,resource_type 6,feature 118,2,event_type 13
900,9065,location 9,0,severity_type 1,resource_type 8,feature 71,15,event_type 15
901,13823,location 1022,0,severity_type 1,resource_type 8,feature 201,1,event_type 11
902,5229,location 496,0,severity_type 2,resource_type 2,feature 313,42,event_type 34
903,9102,location 292,1,severity_type 2,resource_type 2,feature 313,1,event_type 34
904,9908,location 1117,0,severity_type 2,resource_type 8,feature 55,2,event_type 11
905,15274,location 962,1,severity_type 1,resource_type 8,feature 82,12,event_type 15
906,15710,location 684,2,severity_type 1,resource_type 8,feature 71,1,event_type 11
907,15801,location 1008,2,severity_type 1,resource_type 8,feature 82,24,event_type 15
908,12900,location 476,0,severity_type 2,resource_type 2,feature 233,4,event_type 35
909,10326,location 707,0,severity_type 2,resource_type 9,feature 276,1,event_type 15
910,7841,location 690,0,severity_type 1,resource_type 8,feature 202,10,event_type 11
911,16283,location 704,0,severity_type 1,resource_type 8,feature 193,2,event_type 11
912,917,location 448,1,severity_type 2,resource_type 2,feature 312,3,event_type 34
913,11861,location 803,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
914,17029,location 640,0,severity_type 1,resource_type 2,feature 289,1,event_type 50
915,17343,location 1107,2,severity_type 1,resource_type 8,feature 71,5,event_type 11
916,14267,location 864,1,severity_type 1,resource_type 8,feature 170,3,event_type 11
917,13102,location 460,0,severity_type 2,resource_type 2,feature 312,6,event_type 34
918,6991,location 794,0,severity_type 1,resource_type 2,feature 306,1,event_type 23
919,3952,location 1,1,severity_type 1,resource_type 8,feature 203,6,event_type 15
920,11868,location 46,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
921,11058,location 1066,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
922,16359,location 899,0,severity_type 4,resource_type 2,feature 376,2,event_type 44
923,16972,location 845,1,severity_type 2,resource_type 8,feature 82,22,event_type 15
924,12255,location 938,1,severity_type 1,resource_type 2,feature 202,2,event_type 54
925,18005,location 1042,0,severity_type 2,resource_type 8,feature 82,12,event_type 15
926,2237,location 135,0,severity_type 2,resource_type 2,feature 232,26,event_type 35
927,13926,location 653,1,severity_type 2,resource_type 8,feature 80,1,event_type 15
928,5337,location 1,0,severity_type 1,resource_type 8,feature 201,2,event_type 15
929,18010,location 601,1,severity_type 1,resource_type 8,feature 68,2,event_type 13
930,9630,location 884,0,severity_type 1,resource_type 8,feature 170,4,event_type 11
931,8680,location 1042,0,severity_type 2,resource_type 8,feature 203,2,event_type 15
932,17306,location 159,1,severity_type 1,resource_type 8,feature 211,2,event_type 34
933,4165,location 1050,1,severity_type 2,resource_type 4,feature 68,1,event_type 14
934,11355,location 892,0,severity_type 1,resource_type 2,feature 283,3,event_type 43
935,5201,location 242,0,severity_type 2,resource_type 2,feature 229,52,event_type 35
936,1702,location 810,1,severity_type 1,resource_type 8,feature 203,1,event_type 54
937,7657,location 1118,0,severity_type 1,resource_type 8,feature 54,12,event_type 11
938,12464,location 466,0,severity_type 2,resource_type 2,feature 314,9,event_type 34
939,8784,location 793,0,severity_type 1,resource_type 8,feature 73,5,event_type 11
940,9469,location 793,0,severity_type 1,resource_type 8,feature 73,3,event_type 11
941,5505,location 307,0,severity_type 4,resource_type 2,feature 307,1,event_type 35
942,14461,location 684,0,severity_type 1,resource_type 8,feature 82,20,event_type 11
943,7649,location 253,0,severity_type 1,resource_type 2,feature 134,1,event_type 35
944,10954,location 942,0,severity_type 4,resource_type 7,feature 302,1,event_type 22
945,8856,location 609,1,severity_type 2,resource_type 7,feature 306,9,event_type 22
946,1085,location 497,0,severity_type 2,resource_type 2,feature 313,61,event_type 35
947,14363,location 122,0,severity_type 2,resource_type 2,feature 313,3,event_type 35
948,6625,location 489,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
949,8806,location 962,2,severity_type 1,resource_type 8,feature 203,7,event_type 15
950,10642,location 600,2,severity_type 2,resource_type 8,feature 203,7,event_type 15
951,6787,location 171,0,severity_type 2,resource_type 2,feature 312,7,event_type 34
952,17832,location 509,0,severity_type 2,resource_type 2,feature 232,11,event_type 34
953,5406,location 793,0,severity_type 2,resource_type 8,feature 195,3,event_type 11
954,6130,location 495,0,severity_type 2,resource_type 2,feature 233,89,event_type 35
955,742,location 1107,0,severity_type 1,resource_type 8,feature 193,3,event_type 11
956,10531,location 755,0,severity_type 1,resource_type 8,feature 55,1,event_type 11
957,3806,location 128,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
958,8367,location 863,1,severity_type 1,resource_type 2,feature 134,2,event_type 20
959,541,location 488,0,severity_type 2,resource_type 2,feature 312,8,event_type 34
960,5058,location 738,1,severity_type 1,resource_type 8,feature 172,1,event_type 11
961,14133,location 173,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
962,4980,location 311,0,severity_type 1,resource_type 2,feature 221,1,event_type 20
963,1632,location 441,1,severity_type 2,resource_type 2,feature 312,1,event_type 34
964,16847,location 932,0,severity_type 2,resource_type 8,feature 80,2,event_type 15
965,500,location 280,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
966,16045,location 88,0,severity_type 2,resource_type 3,feature 55,1,event_type 10
967,18076,location 1000,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
968,6832,location 931,1,severity_type 1,resource_type 8,feature 80,1,event_type 15
969,12891,location 938,0,severity_type 2,resource_type 8,feature 81,1,event_type 11
970,640,location 744,0,severity_type 1,resource_type 6,feature 170,2,event_type 11
971,10946,location 507,0,severity_type 2,resource_type 2,feature 314,6,event_type 34
972,11820,location 895,1,severity_type 1,resource_type 2,feature 290,4,event_type 43
973,15119,location 159,1,severity_type 2,resource_type 8,feature 44,1,event_type 11
974,10451,location 333,0,severity_type 4,resource_type 2,feature 313,1,event_type 35
975,10131,location 471,0,severity_type 2,resource_type 2,feature 232,58,event_type 34
976,8041,location 155,0,severity_type 2,resource_type 2,feature 232,11,event_type 35
977,6892,location 821,0,severity_type 1,resource_type 8,feature 80,1,event_type 11
978,8794,location 229,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
979,16213,location 466,0,severity_type 2,resource_type 2,feature 314,71,event_type 35
980,7130,location 816,0,severity_type 1,resource_type 8,feature 170,2,event_type 11
981,13070,location 846,2,severity_type 2,resource_type 8,feature 82,16,event_type 15
982,10153,location 270,0,severity_type 2,resource_type 2,feature 308,1,event_type 35
983,3101,location 244,0,severity_type 2,resource_type 2,feature 312,32,event_type 34
984,5075,location 782,0,severity_type 1,resource_type 8,feature 81,10,event_type 8
985,3736,location 712,0,severity_type 1,resource_type 8,feature 201,2,event_type 11
986,16064,location 1008,2,severity_type 2,resource_type 8,feature 82,8,event_type 15
987,12893,location 1061,1,severity_type 2,resource_type 8,feature 82,10,event_type 15
988,5899,location 808,0,severity_type 2,resource_type 8,feature 71,1,event_type 15
989,3195,location 816,1,severity_type 1,resource_type 4,feature 47,2,event_type 11
990,8422,location 1120,1,severity_type 1,resource_type 8,feature 87,3,event_type 11
991,4223,location 509,0,severity_type 2,resource_type 2,feature 232,4,event_type 35
992,9263,location 600,1,severity_type 2,resource_type 8,feature 82,24,event_type 15
993,4833,location 107,1,severity_type 2,resource_type 2,feature 312,9,event_type 34
994,7284,location 763,2,severity_type 2,resource_type 8,feature 82,28,event_type 15
995,13689,location 1103,1,severity_type 1,resource_type 1,feature 317,1,event_type 38
996,1574,location 1008,0,severity_type 1,resource_type 8,feature 203,3,event_type 11
997,8987,location 607,0,severity_type 2,resource_type 8,feature 11,1,event_type 11
998,15944,location 373,0,severity_type 2,resource_type 2,feature 232,72,event_type 34
999,9441,location 102,1,severity_type 2,resource_type 2,feature 228,5,event_type 35
1000,16147,location 946,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
1001,3994,location 976,2,severity_type 1,resource_type 8,feature 193,11,event_type 11
1002,777,location 1023,1,severity_type 1,resource_type 9,feature 218,1,event_type 30
1003,13142,location 466,0,severity_type 2,resource_type 2,feature 314,28,event_type 34
1004,10146,location 1072,0,severity_type 1,resource_type 8,feature 81,14,event_type 11
1005,9583,location 126,0,severity_type 2,resource_type 2,feature 313,8,event_type 35
1006,3629,location 1005,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
1007,9081,location 845,1,severity_type 2,resource_type 8,feature 203,3,event_type 15
1008,9611,location 1042,1,severity_type 2,resource_type 8,feature 203,3,event_type 15
1009,984,location 445,0,severity_type 2,resource_type 2,feature 312,8,event_type 34
1010,8344,location 301,0,severity_type 2,resource_type 2,feature 227,1,event_type 34
1011,11252,location 600,0,severity_type 2,resource_type 8,feature 82,30,event_type 15
1012,10282,location 445,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
1013,10561,location 1018,0,severity_type 1,resource_type 8,feature 80,1,event_type 11
1014,6715,location 1011,1,severity_type 1,resource_type 8,feature 74,1,event_type 11
1015,11753,location 661,1,severity_type 4,resource_type 7,feature 197,1,event_type 22
1016,2432,location 923,0,severity_type 1,resource_type 8,feature 73,2,event_type 11
1017,15157,location 1049,2,severity_type 1,resource_type 8,feature 73,6,event_type 11
1018,2627,location 118,0,severity_type 2,resource_type 2,feature 232,19,event_type 35
1019,843,location 895,2,severity_type 1,resource_type 2,feature 291,3,event_type 42
1020,1675,location 91,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
1021,15140,location 957,0,severity_type 2,resource_type 2,feature 191,2,event_type 11
1022,7874,location 126,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
1023,415,location 903,1,severity_type 1,resource_type 8,feature 170,19,event_type 11
1024,4435,location 558,1,severity_type 2,resource_type 8,feature 171,1,event_type 11
1025,7798,location 618,1,severity_type 4,resource_type 7,feature 223,1,event_type 23
1026,16494,location 707,0,severity_type 1,resource_type 8,feature 349,1,event_type 26
1027,8263,location 1010,1,severity_type 2,resource_type 8,feature 73,13,event_type 11
1028,8523,location 742,0,severity_type 1,resource_type 8,feature 111,156,event_type 54
1029,1793,location 1107,2,severity_type 1,resource_type 8,feature 82,57,event_type 15
1030,15593,location 899,1,severity_type 1,resource_type 2,feature 376,2,event_type 42
1031,5545,location 1007,0,severity_type 1,resource_type 8,feature 201,2,event_type 15
1032,5889,location 794,0,severity_type 1,resource_type 4,feature 306,1,event_type 11
1033,15923,location 507,0,severity_type 2,resource_type 2,feature 227,2,event_type 35
1034,2576,location 1038,1,severity_type 1,resource_type 8,feature 182,1,event_type 11
1035,14879,location 326,1,severity_type 2,resource_type 2,feature 308,3,event_type 35
1036,9148,location 903,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
1037,3512,location 145,0,severity_type 1,resource_type 2,feature 301,1,event_type 20
1038,12789,location 1049,0,severity_type 1,resource_type 8,feature 81,2,event_type 11
1039,3941,location 409,1,severity_type 2,resource_type 2,feature 233,1,event_type 35
1040,11052,location 342,0,severity_type 4,resource_type 2,feature 315,1,event_type 35
1041,7720,location 991,2,severity_type 1,resource_type 8,feature 207,1,event_type 11
1042,15625,location 375,1,severity_type 2,resource_type 2,feature 313,5,event_type 35
1043,33,location 473,0,severity_type 2,resource_type 2,feature 233,3,event_type 34
1044,17490,location 584,0,severity_type 1,resource_type 8,feature 195,4,event_type 11
1045,14456,location 808,0,severity_type 1,resource_type 8,feature 71,11,event_type 11
1046,2452,location 116,1,severity_type 1,resource_type 8,feature 312,1,event_type 34
1047,7338,location 1089,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
1048,17440,location 102,0,severity_type 2,resource_type 2,feature 308,3,event_type 34
1049,12038,location 349,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
1050,7179,location 1058,1,severity_type 1,resource_type 8,feature 280,1,event_type 32
1051,10343,location 91,0,severity_type 2,resource_type 2,feature 315,226,event_type 34
1052,49,location 484,0,severity_type 2,resource_type 2,feature 315,2,event_type 34
1053,8163,location 821,2,severity_type 1,resource_type 8,feature 82,38,event_type 11
1054,16950,location 495,0,severity_type 2,resource_type 2,feature 313,25,event_type 34
1055,12761,location 1052,2,severity_type 1,resource_type 8,feature 82,18,event_type 11
1056,5123,location 344,1,severity_type 2,resource_type 2,feature 232,2,event_type 35
1057,14988,location 470,0,severity_type 2,resource_type 2,feature 232,2,event_type 34
1058,10620,location 244,0,severity_type 2,resource_type 2,feature 312,23,event_type 35
1059,6975,location 653,2,severity_type 2,resource_type 8,feature 82,4,event_type 15
1060,9604,location 462,0,severity_type 4,resource_type 2,feature 301,3,event_type 35
1061,3921,location 771,2,severity_type 1,resource_type 8,feature 82,310,event_type 11
1062,16832,location 821,2,severity_type 2,resource_type 8,feature 71,1,event_type 15
1063,17837,location 466,0,severity_type 2,resource_type 2,feature 234,21,event_type 34
1064,11872,location 974,1,severity_type 1,resource_type 8,feature 209,2,event_type 11
1065,14522,location 358,1,severity_type 2,resource_type 2,feature 229,1,event_type 35
1066,13015,location 951,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
1067,9520,location 1046,1,severity_type 2,resource_type 8,feature 68,1,event_type 14
1068,4749,location 309,1,severity_type 1,resource_type 2,feature 312,1,event_type 20
1069,9675,location 653,1,severity_type 1,resource_type 8,feature 80,2,event_type 15
1070,8071,location 133,1,severity_type 2,resource_type 2,feature 232,2,event_type 35
1071,9519,location 931,1,severity_type 2,resource_type 8,feature 203,3,event_type 15
1072,721,location 798,0,severity_type 2,resource_type 8,feature 82,14,event_type 15
1073,1653,location 899,0,severity_type 1,resource_type 2,feature 291,5,event_type 43
1074,13560,location 810,2,severity_type 1,resource_type 8,feature 82,23,event_type 54
1075,12921,location 342,1,severity_type 2,resource_type 2,feature 307,1,event_type 35
1076,2715,location 68,1,severity_type 1,resource_type 8,feature 171,7,event_type 11
1077,5183,location 596,1,severity_type 1,resource_type 2,feature 219,1,event_type 20
1078,1239,location 244,0,severity_type 2,resource_type 2,feature 232,25,event_type 35
1079,17297,location 415,1,severity_type 2,resource_type 2,feature 307,2,event_type 34
1080,10115,location 601,1,severity_type 1,resource_type 8,feature 345,1,event_type 14
1081,11846,location 976,1,severity_type 1,resource_type 8,feature 82,2,event_type 15
1082,10501,location 1052,0,severity_type 2,resource_type 8,feature 82,4,event_type 15
1083,12772,location 466,0,severity_type 2,resource_type 2,feature 314,6,event_type 35
1084,2067,location 1018,0,severity_type 1,resource_type 8,feature 80,6,event_type 15
1085,11585,location 44,0,severity_type 4,resource_type 2,feature 365,1,event_type 40
1086,13940,location 653,2,severity_type 2,resource_type 8,feature 82,4,event_type 15
1087,7131,location 446,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
1088,12352,location 1078,0,severity_type 1,resource_type 8,feature 73,16,event_type 11
1089,3236,location 809,0,severity_type 2,resource_type 8,feature 193,1,event_type 15
1090,13240,location 495,0,severity_type 2,resource_type 2,feature 229,1,event_type 35
1091,581,location 1007,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
1092,6581,location 1019,0,severity_type 2,resource_type 8,feature 80,6,event_type 15
1093,6219,location 674,2,severity_type 1,resource_type 8,feature 84,1,event_type 11
1094,11757,location 673,1,severity_type 1,resource_type 8,feature 171,8,event_type 11
1095,8852,location 774,0,severity_type 2,resource_type 8,feature 203,5,event_type 15
1096,5179,location 846,1,severity_type 2,resource_type 8,feature 82,2,event_type 15
1097,1105,location 467,0,severity_type 1,resource_type 2,feature 301,1,event_type 35
1098,12535,location 1042,1,severity_type 2,resource_type 8,feature 82,27,event_type 15
1099,17546,location 276,0,severity_type 2,resource_type 2,feature 312,5,event_type 34
1100,13201,location 242,0,severity_type 2,resource_type 2,feature 314,47,event_type 34
1101,15848,location 834,0,severity_type 1,resource_type 2,feature 82,43,event_type 11
1102,11224,location 823,0,severity_type 2,resource_type 8,feature 80,2,event_type 15
1103,12147,location 943,0,severity_type 1,resource_type 8,feature 170,6,event_type 11
1104,10776,location 407,1,severity_type 2,resource_type 2,feature 312,1,event_type 34
1105,2363,location 891,0,severity_type 1,resource_type 8,feature 73,6,event_type 11
1106,8994,location 459,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
1107,13847,location 378,0,severity_type 2,resource_type 2,feature 232,4,event_type 34
1108,17436,location 798,2,severity_type 2,resource_type 8,feature 203,28,event_type 15
1109,2541,location 1103,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
1110,1152,location 891,0,severity_type 1,resource_type 8,feature 73,4,event_type 11
1111,17914,location 446,1,severity_type 1,resource_type 8,feature 227,1,event_type 35
1112,2397,location 104,0,severity_type 2,resource_type 8,feature 227,2,event_type 11
1113,10648,location 380,0,severity_type 2,resource_type 2,feature 232,6,event_type 35
1114,8275,location 936,1,severity_type 1,resource_type 7,feature 75,1,event_type 13
1115,7916,location 1106,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
1116,3495,location 979,1,severity_type 1,resource_type 1,feature 195,3,event_type 7
1117,14895,location 794,1,severity_type 1,resource_type 8,feature 223,1,event_type 23
1118,9137,location 704,0,severity_type 2,resource_type 8,feature 82,4,event_type 15
1119,9606,location 252,1,severity_type 4,resource_type 2,feature 301,1,event_type 35
1120,7196,location 723,0,severity_type 1,resource_type 8,feature 87,1,event_type 11
1121,6319,location 584,0,severity_type 2,resource_type 8,feature 109,2,event_type 11
1122,11431,location 34,0,severity_type 1,resource_type 8,feature 55,2,event_type 11
1123,3166,location 839,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
1124,6740,location 707,0,severity_type 2,resource_type 9,feature 71,3,event_type 15
1125,16904,location 846,1,severity_type 2,resource_type 8,feature 82,50,event_type 15
1126,6198,location 655,1,severity_type 1,resource_type 8,feature 137,2,event_type 15
1127,1406,location 735,0,severity_type 1,resource_type 2,feature 70,7,event_type 11
1128,3528,location 879,0,severity_type 1,resource_type 8,feature 73,1,event_type 11
1129,11571,location 463,0,severity_type 2,resource_type 2,feature 312,4,event_type 35
1130,17811,location 1100,1,severity_type 1,resource_type 8,feature 82,45,event_type 11
1131,1658,location 126,0,severity_type 2,resource_type 2,feature 312,6,event_type 34
1132,10400,location 849,0,severity_type 1,resource_type 2,feature 135,1,event_type 21
1133,11824,location 613,0,severity_type 2,resource_type 8,feature 71,1,event_type 15
1134,6831,location 699,0,severity_type 1,resource_type 8,feature 68,1,event_type 11
1135,10938,location 830,0,severity_type 1,resource_type 8,feature 170,97,event_type 11
1136,2440,location 1075,2,severity_type 2,resource_type 8,feature 82,20,event_type 15
1137,13393,location 856,1,severity_type 1,resource_type 8,feature 75,1,event_type 11
1138,16144,location 818,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
1139,9621,location 375,0,severity_type 2,resource_type 2,feature 313,20,event_type 35
1140,3141,location 755,0,severity_type 1,resource_type 8,feature 55,4,event_type 11
